hostname,mrscid,taskid,clientId,timestamp,logdate
ai100-3.cupoy.com,000001420C5D5518,D1,empty,1564982083751,2019-08-05
ai100-3.cupoy.com,02614436,D1,empty,1565019907915,2019-08-05
ai100-3.cupoy.com,0A914420,D1,empty,1565003492525,2019-08-05
ai100-3.cupoy.com,2E514125,D1,empty,1564989819363,2019-08-05
ai100-3.cupoy.com,34714432,D1,empty,1565011314013,2019-08-05
ai100-3.cupoy.com,3C414164,D1,empty,1565000020931,2019-08-05
ai100-3.cupoy.com,5F014200,D1,empty,1564989653104,2019-08-05
ai100-3.cupoy.com,60413965,D1,empty,1565012562233,2019-08-05
ai100-3.cupoy.com,9E614264,D1,empty,1565013772775,2019-08-05
ai100-3.cupoy.com,A9B13770,D1,empty,1565017646803,2019-08-05
ai100-3.cupoy.com,DD514170,D1,empty,1565010896242,2019-08-05
ai100-3.cupoy.com,E4C14169,D1,empty,1565011371081,2019-08-05
ai100-3.cupoy.com,empty,D1,empty,1564992672014,2019-08-05
ai100-3.cupoy.com,5F014200,D2,empty,1564989826824,2019-08-05
ai100-3.cupoy.com,empty,D2,empty,1565005850691,2019-08-05
ai100-3.cupoy.com,05114049,D1,empty,1565103591012,2019-08-06
ai100-3.cupoy.com,12314448,D1,empty,1565060560066,2019-08-06
ai100-3.cupoy.com,36814261,D1,empty,1565025229729,2019-08-06
ai100-3.cupoy.com,3D314423,D1,empty,1565106539764,2019-08-06
ai100-3.cupoy.com,98C13944,D1,empty,1565069008350,2019-08-06
ai100-3.cupoy.com,9E614264,D1,empty,1565093408644,2019-08-06
ai100-3.cupoy.com,DBA14421,D1,empty,1565056779746,2019-08-06
ai100-3.cupoy.com,FB514383,D1,empty,1565074529170,2019-08-06
ai100-3.cupoy.com,8E413884,D2,empty,1565054465988,2019-08-06
ai100-3.cupoy.com,98C13944,D2,empty,1565075051484,2019-08-06
ai100-3.cupoy.com,B1B14174,D2,empty,1565060140233,2019-08-06
ai100-3.cupoy.com,DBA14421,D2,empty,1565076688873,2019-08-06
ai100-3.cupoy.com,8E413884,D3,empty,1565054407710,2019-08-06
ai100-3.cupoy.com,98C13944,D3,empty,1565075223043,2019-08-06
ai100-3.cupoy.com,B1B14174,D3,empty,1565061976865,2019-08-06
ai100-3.cupoy.com,19514204,D1,1973914779.1565168919,1565171373795,2019-08-07
ai100-3.cupoy.com,25614459,D1,1208408477.1565164834,1565166000143,2019-08-07
ai100-3.cupoy.com,56814393,D1,empty,1565150074980,2019-08-07
ai100-3.cupoy.com,59D14295,D1,empty,1565138169920,2019-08-07
ai100-3.cupoy.com,6B514341,D1,1490602270.1564658782,1565179081247,2019-08-07
ai100-3.cupoy.com,6F914404,D1,empty,1565147795722,2019-08-07
ai100-3.cupoy.com,74714017,D1,1667266730.1565174656,1565174866960,2019-08-07
ai100-3.cupoy.com,7B214434,D1,31543956.1565017405,1565190837961,2019-08-07
ai100-3.cupoy.com,8FE13786,D1,1042876211.1564474005,1565168472595,2019-08-07
ai100-3.cupoy.com,B1C14062,D1,101506756.1563932696,1565166292675,2019-08-07
ai100-3.cupoy.com,C5E14472,D1,619942094.1565190318,1565191515700,2019-08-07
ai100-3.cupoy.com,C9B14171,D1,914549716.1564664594,1565179286774,2019-08-07
ai100-3.cupoy.com,CDD14045,D1,657182511.1563947432,1565163471109,2019-08-07
ai100-3.cupoy.com,D1614073,D1,622541351.1564675057,1565193427585,2019-08-07
ai100-3.cupoy.com,EBA13825,D1,1244280513.1565184043,1565185174709,2019-08-07
ai100-3.cupoy.com,0A914420,D2,empty,1565112850402,2019-08-07
ai100-3.cupoy.com,0A914430,D2,532089545.1565113455,1565170415243,2019-08-07
ai100-3.cupoy.com,14514394,D2,1037125604.1564996872,1565190158108,2019-08-07
ai100-3.cupoy.com,19514204,D2,1973914779.1565168919,1565171604008,2019-08-07
ai100-3.cupoy.com,7B214434,D2,31543956.1565017405,1565190796891,2019-08-07
ai100-3.cupoy.com,0A914420,D3,empty,1565113457781,2019-08-07
ai100-3.cupoy.com,0A914430,D3,532089545.1565113455,1565173280264,2019-08-07
ai100-3.cupoy.com,19514204,D3,1973914779.1565168919,1565172103224,2019-08-07
ai100-3.cupoy.com,5D813792,D3,1154829426.1564640414,1565177235827,2019-08-07
ai100-3.cupoy.com,7B214434,D3,31543956.1565017405,1565190856381,2019-08-07
ai100-3.cupoy.com,23614152,D1,1863659891.1564250861,1565193700899,2019-08-08
ai100-3.cupoy.com,43B14370,D1,2082551261.1564743814,1565266815014,2019-08-08
ai100-3.cupoy.com,76214519,D1,915827863.1565277682,1565279591891,2019-08-08
ai100-3.cupoy.com,A4B14139,D1,empty,1565246293476,2019-08-08
ai100-3.cupoy.com,C5114181,D1,1788136484.1564710445,1565233768017,2019-08-08
ai100-3.cupoy.com,D2B14517,D1,696476117.1565257034,1565258304466,2019-08-08
ai100-3.cupoy.com,DA014182,D1,1360228667.1564993089,1565233326020,2019-08-08
ai100-3.cupoy.com,DA713773,D1,994868852.1565229119,1565229196931,2019-08-08
ai100-3.cupoy.com,DD514170,D1,empty,1565241598424,2019-08-08
ai100-3.cupoy.com,EE514474,D1,1045757643.1565225591,1565245339427,2019-08-08
ai100-3.cupoy.com,04013839,D2,1657685407.1565234046,1565234124050,2019-08-08
ai100-3.cupoy.com,05114049,D2,1835807365.1563364440,1565194991689,2019-08-08
ai100-3.cupoy.com,60413965,D2,1221943253.1564794801,1565193729099,2019-08-08
ai100-3.cupoy.com,61714438,D2,320618088.1565066702,1565225408727,2019-08-08
ai100-3.cupoy.com,6F914404,D2,86247068.1565078798,1565235932188,2019-08-08
ai100-3.cupoy.com,DD514170,D2,empty,1565244262300,2019-08-08
ai100-3.cupoy.com,04013839,D3,1657685407.1565234046,1565266614567,2019-08-08
ai100-3.cupoy.com,05114049,D3,1835807365.1563364440,1565195523581,2019-08-08
ai100-3.cupoy.com,DBA14421,D3,916302136.1565056392,1565232805474,2019-08-08
